@relation humvar_complete

@attribute Binding numeric
@attribute SProtFT0 numeric
@attribute SProtFT1 numeric
@attribute SProtFT2 numeric
@attribute SProtFT3 numeric
@attribute SProtFT4 numeric
@attribute SProtFT5 numeric
@attribute SProtFT6 numeric
@attribute SProtFT7 numeric
@attribute SProtFT8 numeric
@attribute SProtFT9 numeric
@attribute SProtFT10 numeric
@attribute SProtFT11 numeric
@attribute SProtFT12 numeric
@attribute Interface numeric
@attribute Relaccess numeric
@attribute Impact numeric
@attribute HBonds numeric
@attribute SPhobic numeric
@attribute CPhim numeric
@attribute BCharge numeric
@attribute SSGeom numeric
@attribute Voids numeric
@attribute MLargest1 numeric
@attribute MLargest2 numeric
@attribute MLargest3 numeric
@attribute MLargest4 numeric
@attribute MLargest5 numeric
@attribute MLargest6 numeric
@attribute MLargest7 numeric
@attribute MLargest8 numeric
@attribute MLargest9 numeric
@attribute MLargest10 numeric
@attribute NLargest1 numeric
@attribute NLargest2 numeric
@attribute NLargest3 numeric
@attribute NLargest4 numeric
@attribute NLargest5 numeric
@attribute NLargest6 numeric
@attribute NLargest7 numeric
@attribute NLargest8 numeric
@attribute NLargest9 numeric
@attribute NLargest10 numeric
@attribute Clash numeric
@attribute Glycine numeric
@attribute Proline numeric
@attribute CisPro numeric
@attribute dataset {PD,SNP}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.013,0.321062,20,-0.92,0,1,0,0,330.654,271.78,151.545,134.784,105.084,77.983,67.978,67.691,67.362,66.702,330.654,271.78,151.545,134.784,107.032,105.084,77.983,67.978,67.691,67.362,-4.1,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.09,0,1.54,-1,0,0,608.985,155.147,125.889,120.993,91.699,84.839,69.297,69.213,62.338,61.549,608.985,155.147,125.889,120.993,91.699,84.839,69.297,69.213,62.338,61.549,599.64,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.936,0.598707,20,0,0.08,0,0,181.597,74.922,57.398,47.715,32.36,29.91,28.788,26.688,23.748,22.606,18.402,256.519,54.544,47.715,35.938,29.91,28.788,25.781,22.606,18.402,16.359,-6.57,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121,0.577692,20,0,1.96,-1,0,0,412.088,270.318,156.091,147.227,138.023,120.532,102.939,102.791,100.047,93.799,412.088,270.318,156.091,147.227,138.023,120.532,102.939,102.791,100.047,93.799,558.96,1.9363,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.334,0.4,15.74,-2.17,0,1,0,0,654.884,516.752,479.885,220.179,189.601,176.63,169.221,168.395,142.395,102.303,654.884,516.752,479.885,220.179,189.601,176.63,171.558,169.221,142.395,102.303,79.61,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.545,18.028,0.392017,20,0,0,0,0,0,454.418,246.769,195.303,130.756,114.321,110.679,109.139,107.26,95.972,90.304,454.418,246.769,195.303,130.756,114.321,110.679,109.139,107.26,95.972,90.304,-3.56,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.346186,20,-0.29,0,0,0,0,203.07,116.854,110.366,72.251,71.027,66.647,61.105,58.807,56.379,55.622,203.07,116.854,110.366,72.251,71.027,66.647,61.105,58.807,56.379,55.622,0.2,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.264,1,-20,-0.43,0,0,0,0,471.433,371.121,236.149,198.03,167.786,166.109,136.664,127.454,122.066,115.998,471.433,371.121,236.149,198.03,167.786,166.109,131.685,127.454,122.066,115.998,-3.53,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.785,0.913,1,13.08,0,1.54,-1,0,0,649.599,202.346,134.967,134.954,108.967,108.142,94.741,86.189,82.649,73.046,649.599,202.346,134.967,134.954,108.967,108.142,94.741,86.189,82.649,73.046,-8.7,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.345,0.609274,20,0,0.66,-1,0,0,204.776,185.276,153.149,93.377,92.278,83.522,68.863,66.473,62.482,60.909,204.776,185.276,153.149,92.278,83.522,68.863,66.473,62.482,60.909,55.786,-4.13,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,0.452982,-20,-0.88,0,-1,0,0,169.089,77.442,42.156,32.936,27.604,27.291,24.415,23.146,23.128,22.487,169.089,77.442,42.156,32.936,27.604,27.291,24.415,23.146,23.128,22.487,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875,1,20,0,0.87,1,0,0,454.427,270.753,118.571,106.301,102.409,82.153,79.527,57.201,41.902,30.654,454.427,270.753,118.571,106.301,102.409,82.153,79.527,57.201,41.902,30.654,-6.08,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.78,1,0,0,327.867,148.901,138.95,94.443,78.394,62.592,42.617,39.221,36.892,33.364,327.867,148.901,139.468,94.443,78.394,62.592,42.617,39.221,36.892,33.364,221.95,3.775,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.385,0.37429,20,-0.32,0,-2,0,0,330.654,271.78,151.545,134.784,107.032,105.084,77.983,67.978,67.691,67.362,330.654,271.78,151.545,134.784,107.032,105.084,77.983,67.978,67.691,67.362,-11.08,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.713,0.545611,20,-0.19,0,0,0,0,131.477,99.89,52.714,49.405,44.121,29.609,28.914,28.34,20.678,16.18,131.477,99.89,52.714,49.405,44.121,29.609,28.914,28.34,20.678,16.18,-6.14,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.973,0.33598,20,0,0.08,0,0,0,148.328,124.866,119.666,118.793,108.285,107.762,98.774,98.072,88.434,85.027,148.328,124.866,120.856,118.793,108.285,107.762,98.774,98.072,88.434,85.027,-3.78,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620053,20,0,0.28,0,0,0,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,111.439,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,107.423,0.89,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.509,0.781579,20,-0.57,0,0,0,0,315.103,260.478,146.369,145.439,133.623,117.042,93.766,91.551,79.382,67.513,315.103,260.478,146.369,145.439,133.623,117.042,93.766,91.551,79.382,67.513,457.71,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.708,7.801,0.588015,20,0,0.42,-1,0,0,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,-9.87,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.384,0.662003,20,-2.33,0,1,0,0,17.363,12.496,12.241,11.657,11.318,11.194,11.018,10.565,10.524,10.385,17.363,12.496,12.241,11.657,11.318,11.194,11.018,10.565,10.524,10.385,-4.6,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.833,0,0.743537,-20,0,0.42,-1,0,0,341.053,204.485,178.193,167.608,154.704,107.428,100.148,90.911,80.46,61.67,341.053,204.485,178.193,167.608,107.428,100.855,100.148,90.911,80.46,61.67,-14.88,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.809,0.829085,20,0,2.33,-1,0,0,220.418,156.164,141.043,96.775,59.339,52.351,48.811,34.35,32.186,26.298,220.418,141.043,96.775,74.617,58.066,53.059,52.351,48.811,34.35,32.186,69.57,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.854,0.47389,20,-0.91,0,0,0,0,171.837,169.889,168.783,130.67,120.089,104.074,103.809,96.183,80.82,79.279,171.837,169.889,168.783,130.67,120.089,104.074,103.809,96.183,80.82,79.279,-7.94,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.641,0.422631,20,-1.84,0,1,0,0,860.957,529.394,465.973,456.593,349.945,316.004,201.841,132.45,125.282,123.338,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,-1.76,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.827,1,20,0,0.1,0,0,0,246.815,134.281,113.536,104.254,91.095,76.582,73.939,64.895,64.675,61.31,246.815,134.281,113.536,104.254,91.095,76.582,73.939,64.895,64.675,61.31,-3.81,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.863,1,9.53,0,0.92,-1,0,-39.134,106.568,60.406,32.09,24.998,21.412,21.083,16.881,16.397,13.125,12.81,67.434,53.499,34.146,21.229,20.521,16.439,16.391,15.809,15.448,14.403,-3.48,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.38,0.365342,15.62,-1.4,0,0,0,0,256.615,215.621,193.207,84.592,76.19,74.526,68.802,61.772,59.629,55.594,256.615,215.621,193.207,84.592,76.19,74.526,68.802,61.772,59.629,55.594,-6.54,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.544,2.169,0.469688,10.87,-1.11,0,1,0,-115.623,405.415,210.078,155.693,144.377,137.415,111.405,96.005,92.834,84.962,83.597,289.792,210.078,155.693,144.377,137.415,111.405,96.005,92.834,84.962,83.597,-11.12,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.451,0.4,20,-1.96,0,1,0,-16.2,629.79,214.328,146.644,118.637,115.761,106.35,101.797,94.792,90.086,84.309,613.59,206.918,189.554,184.372,148.863,145.249,108.502,102.377,98.74,84.521,0,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.039,0.327375,20,0,0.42,0,0,0,52.447,38.272,27.752,24.537,23.162,20.267,14.991,14.227,13.604,13.445,52.447,38.272,27.752,24.537,23.162,20.267,14.991,14.227,13.604,13.445,2.09,0.6492,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854346,20,0,0.19,0,0,-26.036,208.49,182.454,131.903,129.957,94.045,93.767,92.504,67.193,60.829,60.368,182.454,166.642,131.903,129.957,96.523,93.767,92.504,67.193,60.829,60.368,-9.46,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.91,0,0,0,592.056,225.738,163.244,160.479,154.672,141.829,138.974,84.15,80.268,67.991,592.056,225.738,160.479,154.672,141.829,138.974,126.669,84.15,80.268,67.991,-7.83,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.203,1,20,0,0.91,0,0,0,151.673,133.564,105.296,103.906,101.458,101.076,64.717,63.017,62.37,59.729,151.673,133.564,105.296,103.906,101.458,101.076,64.717,63.017,62.37,59.729,-6.93,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.496,36.313,0.525252,20,-0.38,0,0,0,0,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,0.14,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.027,0.623726,20,0,0.38,0,0,0,94.36,85.599,83.627,71.573,64.74,52.807,52.64,48.221,47.042,45.706,94.36,85.599,83.627,71.573,64.74,52.807,52.64,48.221,47.042,45.706,0,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.987,1,20,-0.2,0,0,0,-40.017,239.208,199.191,189.483,123.354,114.819,114.011,106.361,102.817,98.761,94.029,199.191,189.483,123.354,114.819,114.011,107.451,106.361,102.817,98.761,96.387,-8.06,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0.607971,20,0,0.28,0,0,0,250.736,198.74,182.291,147.466,143.294,81.939,78.712,77.464,75.448,70.404,250.736,198.74,182.291,147.466,143.294,81.939,78.712,77.464,75.448,70.404,-5.62,-100,-100,0,SNP
1,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.002,7.705,0.908874,20,-0.87,0,0,0,0,170.415,148.963,99.034,87.793,84.761,83.25,77.908,75.401,73.017,66.314,170.415,148.963,99.034,87.793,84.761,83.25,77.908,75.401,73.017,66.314,-7.18,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.313,0.689261,20,0,0.43,0,0,0,126.524,89.203,64.637,29.937,26.996,24.673,19.685,15.986,14.817,14.231,126.524,89.203,64.637,29.937,26.996,24.673,19.685,15.986,14.817,14.231,-2.99,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,1,20,0,0.6,0,0,-249.694,500.43,250.736,198.74,182.291,79.768,77.464,75.448,70.404,65.509,64.56,250.736,198.74,182.291,147.466,143.294,81.939,78.712,77.464,75.448,70.404,280.45,-100,3.9553,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.486,0.433566,20,0,0.48,-2,0,0,137.353,26.998,17.979,17.043,13.089,10.847,8.986,7.684,7.451,6.695,137.353,26.998,17.979,17.043,13.089,10.847,8.986,7.684,7.451,6.695,-4.04,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.774186,20,0,1.83,-1,0,-6.039,176.384,161.401,57.396,44.512,36.589,19.843,18.348,16.832,16.288,16.27,170.345,161.401,57.396,44.512,21.424,18.348,17.344,16.832,16.27,15.453,-8.99,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.55,1,20,-0.08,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.788,1,20,0,0,0,0,0,242.948,147.056,122.404,120.568,89.121,63.923,59.949,58.439,55.477,49.277,242.948,147.056,122.404,120.568,89.121,63.923,59.949,58.439,55.477,49.277,-3.73,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.712,1,20,-0.01,0,0,0,-1.817,78.479,52.226,12.191,9.717,9.591,9.119,8.611,7.775,6.899,6.772,76.662,52.226,40.691,9.717,9.591,8.265,7.775,6.772,6.084,6.032,-3.15,-100,-100,0,PD
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.98,0.303145,20,-0.48,0,2,0,0,195.916,117.263,96.671,96.009,91.693,82.864,73.417,58.337,55.09,54.735,195.916,117.263,96.671,96.009,91.693,82.864,73.417,58.337,55.09,54.735,-6.77,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.602,1,20,-1.84,0,1,0,0,314.148,245.691,213.418,210.868,153.002,96.469,92.958,92.2,79.049,67.323,314.148,245.691,213.418,210.868,153.002,96.469,92.958,92.2,79.049,67.323,-2.14,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.73,1,20,-0.87,0,0,0,0,155.988,146.376,145.161,70.054,66.698,64.141,61.105,55.531,53.129,49.683,155.988,146.376,145.161,70.054,66.698,61.105,59.254,55.531,53.129,49.683,-4.17,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84,2.017,1,20,-0.47,0,0,0,0,1483.093,916.954,557.263,503.551,457.288,445.733,322.536,192.963,186.326,177.211,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,-6.17,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.507,0.333333,20,0,0.1,0,0,0,136.483,106.847,96.333,94.956,68.931,58.145,51.656,48.107,46.875,46.565,136.483,106.847,96.333,94.956,68.931,58.145,51.656,48.107,46.875,46.565,-6.18,-100,-100,0,SNP
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.869,0,0.270807,-20,-0.42,0,0,0,0,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.35,1,20,0,0.6,0,0,0,120.055,84.536,84.177,62.208,58.588,55.784,53.483,50.641,43.734,43.434,120.055,84.536,84.177,62.208,58.588,55.784,53.483,50.641,43.734,43.434,2271.59,-100,-0.4817,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.524,45.358,0.582988,20,0,1.73,-1,0,0,911.387,176.678,147.819,143.768,125.979,113.579,96.453,88.728,86.637,67.159,911.387,176.678,147.819,143.768,125.979,113.579,96.453,88.728,86.637,67.159,-7.45,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.907,2.576,1,20,0,0.47,0,0,5.14,91.738,34.859,31.137,23.584,22.35,15.368,14.973,14.101,13.879,13.874,96.878,42.842,33.089,23.42,23.276,15.531,15.119,14.216,13.363,13.223,-4.22,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.669,0.75672,20,0,0.78,1,0,0,1724.904,155.193,138.744,130.097,125.455,108.175,90.416,85.342,84.585,81.515,1724.904,155.193,138.744,130.097,125.455,108.175,90.416,85.342,84.585,81.515,-10.82,1.7413,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.037,0.824514,20,-0.6,0,0,0,0,194.694,191.597,188.386,185.461,179.518,171.037,164.657,94.399,84.418,80.193,194.694,191.597,188.386,185.461,179.518,171.037,164.657,94.399,84.418,80.193,-2.27,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.132,1,20,0,0.51,0,0,0,118.426,85.407,84.096,64.381,59.836,38.608,30.199,29.469,28.406,24.469,118.426,85.407,84.096,64.381,59.836,38.608,30.199,29.469,28.406,24.469,-2.82,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.836,0.333333,20,-0.19,0,0,0,0,153.991,70.983,61.868,52.324,43.434,37.535,36.421,35.707,33.829,30.067,153.991,70.983,61.868,52.324,43.434,37.535,35.707,33.829,30.067,27.967,-6.76,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.234,0,0.656137,20,0,2.33,-1,0,0,761.682,144.291,114.478,59.82,54.298,48.288,47.808,44.078,40.868,35.706,761.682,144.291,114.478,75.453,59.82,54.298,48.288,44.078,40.868,27.938,30.29,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.616,0.638672,20,0,0.78,1,0,0,236.78,143.598,130.399,130.051,123.307,106.548,96.072,93.684,93.286,89.769,236.78,143.598,130.399,130.051,123.307,106.548,96.072,93.684,93.286,89.769,17.01,1.571,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.873151,20,0,0.09,0,0,-30.994,201.409,170.415,148.963,99.034,87.793,84.761,83.25,77.908,74.054,73.017,170.415,148.963,99.034,87.793,84.761,83.25,77.908,75.401,73.017,66.314,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.041,0.51646,20,-1.73,0,1,0,0,7.816,7.676,6.852,0,0,0,0,0,0,0,7.816,7.676,6.852,0,0,0,0,0,0,0,78.35,-100,2.7504,0,SNP
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.977,0.126,0.958668,20,-0.07,0,0,0,0,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,-12.01,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.741,0.333333,20,0,1.62,-1,0,0,235.29,182.024,146.689,146.142,103.188,78.023,59.792,57.745,49.558,41.141,235.29,182.024,146.689,146.142,103.188,78.023,59.792,57.745,49.558,41.141,-5.96,-100,-100,0,SNP
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055,16.889,0.480976,-20,-1.96,0,1,0,0,173.269,140.787,139.313,113.898,102.093,83.581,68.881,68.142,65.73,64.705,173.269,140.787,139.313,113.898,102.093,83.581,68.881,68.142,65.73,64.705,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.679,1,20,-1.84,0,1,0,0,109.003,101.087,72.028,51.471,29.202,26.28,25.577,24.334,22.598,21.287,109.003,101.087,72.028,51.471,29.202,26.28,25.577,24.334,22.598,21.287,-1.53,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.761,1,20,0,0.6,0,0,0,48.839,38.068,37.325,36.548,28.446,17.382,16.881,15.708,14.922,14.74,48.839,38.068,37.325,36.548,34.241,17.382,16.881,16.465,15.708,14.922,977.86,-100,1.4547,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.425,0.441935,20,-0.29,0,0,0,-1.687,654.796,595.732,210.793,166.296,145.63,128.074,104.374,102.232,78.733,75.787,653.109,595.732,210.793,166.296,145.63,128.074,104.374,102.232,78.733,75.787,-5.72,-100,-100,0,SNP
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.467,0.208,1,20,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.969,0.727119,20,-0.29,0,0,0,0,328.761,179.913,111.48,109.496,105.66,105.432,103.922,103.614,98.976,92.988,328.761,179.913,111.48,109.496,105.66,105.432,103.922,103.614,98.976,92.988,-4.72,-100,-100,0,SNP
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.26,0.89044,-20,-0.38,0,0,0,0,39.872,27.553,23.605,23.199,19.166,17.401,15.114,13.142,11.243,10.882,39.872,28.168,23.605,23.199,20.565,17.401,15.114,11.243,10.882,10.092,-4.58,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.503,1,20,0,0.07,-1,0,0,306.728,260.547,163.398,143.968,100.896,89.45,81.268,80.864,80.266,72.735,306.728,260.547,163.398,143.968,100.896,89.45,81.268,80.864,80.266,72.735,0.02,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.92,1,20,-1.26,0,-1,0,0,102.234,52.118,42.524,39.294,37.694,36.376,33.805,33.728,32.336,29.895,102.234,52.118,42.524,39.294,37.694,36.376,33.805,33.728,32.336,29.895,-2.79,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.262,1,20,-0.87,0,0,0,0,123.026,73.999,59.196,55.625,55.537,49.336,45.495,41.356,40.374,33.922,123.026,73.999,59.196,55.625,55.537,49.336,45.495,41.356,40.374,33.922,-9.38,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.934,1,-20,-0.44,0,0,0,0,295.411,158.07,136.207,120.552,106.773,62.184,60.871,44.481,37.414,25.319,295.411,158.07,136.207,120.552,106.773,62.184,60.871,44.481,37.414,25.319,-7.15,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.971,1,11.68,-1.4,0,0,0,0,164.055,95.927,92.601,74.982,74.031,69.322,65.42,65.185,52.821,49.283,164.055,95.927,92.601,74.982,74.031,69.322,65.42,65.185,52.821,49.283,-13.67,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521,0.28362,-20,-0.74,0,-1,0,0,437.831,321.004,140.216,118.811,111.288,93.647,93.624,84.05,80.578,78.263,437.831,321.004,171.727,118.811,111.288,93.647,93.624,84.05,80.578,78.263,-14.41,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.478,1,20,0,0,0,0,0,256.942,140.866,31.27,28.021,25.502,23.237,14.456,14.387,13.482,11.662,256.942,140.866,31.27,28.021,25.502,23.237,14.456,14.387,13.482,11.662,-2.22,-100,-100,0,SNP
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29.647,0.923137,7.67,-0.1,0,0,0,0,462.324,319.233,90.177,80.701,76.177,68.943,60.493,59.42,58.242,54.713,462.324,319.233,90.177,80.701,76.177,68.943,60.493,59.42,58.242,54.713,-12.37,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.73,1,20,-0.87,0,-1,0,-19.306,370.457,301.826,223.611,147.616,127.459,114.739,113.497,105.174,90.921,81.967,351.151,290.126,189.809,152.431,131.478,114.305,90.94,90.232,86.089,82.046,-0.68,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651,0.665083,20,-0.08,0,0,0,0,1183.457,922.883,770.813,624.298,466.102,460.304,348.065,279.928,237.559,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,-12.89,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.533,1,20,0,0,0,0,0,728.38,130.6,109.43,56.184,35.87,29.266,28.115,20.46,19.257,16.64,728.38,130.6,109.43,56.184,35.87,29.266,28.115,20.46,19.257,16.64,1.74,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.407,18.929,0.668532,20,0,0.44,0,0,0,23.379,13.552,5.919,4.133,3.043,1.307,0,0,0,0,23.379,13.552,5.919,4.133,3.043,1.307,0,0,0,0,-3.08,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.572,1,20,-0.01,0,0,0,0,96.7,92.331,64.823,57.688,40.052,33.028,31.657,29.632,28.788,28.177,96.7,92.331,65.795,57.688,40.052,33.028,31.657,29.632,28.788,28.177,-3.12,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.838,1,10.06,-2.17,0,1,0,0,174.71,90.882,77.639,64.001,62.43,57.847,55.683,53.876,50.579,48.221,174.71,77.639,64.001,62.43,57.847,57.47,55.683,53.876,50.579,48.221,52.36,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.431,1,20,-0.32,0,0,0,0,164.055,95.927,92.601,74.982,74.031,69.322,65.42,65.185,52.821,49.283,164.055,95.927,92.601,74.982,74.031,69.322,65.42,65.185,52.821,49.283,-3.06,-100,-100,1,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.086,0.771239,20,0,0.42,0,0,0.187,31.6,26.322,25.449,24.809,23.834,22.379,18.584,15.68,11.924,11.359,31.787,26.322,25.449,24.809,23.834,22.379,18.584,11.924,11.56,11.359,-5.56,-1.521,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.949,1,11.16,-0.7,0,0,0,0,244.043,235.136,135.518,123.721,120.956,117.22,100.116,95.249,87.701,84.105,244.043,235.136,135.518,123.721,120.956,117.22,100.116,95.249,87.701,84.105,-8.23,-100,-100,0,SNP
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,1,20,0,0.46,-1,0,-0.023,124.254,93.591,31.555,30.733,29.117,27.847,27.65,23.476,21.348,20.056,124.231,93.591,31.555,30.733,29.117,27.847,27.65,23.476,21.348,20.056,12.28,-100,-100,0,PD
